Order ID,Product Name,Category,Price,Quantity,Date
,,,451.47,,
,messi,,N/A,,
799,,,N/A,-1,
, MESSI ,Clothing,,,2023-01-01
ORD801, MESSI ,Electronics,73.55,-1,
802,,Clothing,200.39,-1,13-13-2023
,messi,??,,,
,Messi,Clothing,,2,2023-01-01
,Messi!!,Home,,,13-13-2023
, MESSI ,,,,2023-01-01
ORD807,Messi,??,,-1,13-13-2023
ORD808,,,235.14,,13-13-2023
,Messi#,Home,N/A,-1,2023-01-01
,Messi,??,,-1,13-13-2023
,Messi!!,??,276.2,5,
,messi,,N/A,,
813,Messi#,Clothing,,10,2024/02/05
,Messi!!,,,,2023-01-01
ORD815,Messi#,,,-1,
,,Home,,,2023-01-01
, MESSI ,Home,N/A,7,2023-01-01
,Messi,,N/A,-1,
,,Home,468.88,,
ORD820,Messi,,,-1,
ORD821,Messi#,,,8,2024/02/05
,messi,Clothing,,,13-13-2023
ORD823,,Home,N/A,-1,
,Messi!!,,,,13-13-2023
,Messi#,Clothing,318.22,,
,Messi#,Electronics,286.3,-1,2023-01-01
827,,Clothing,N/A,,2023-01-01
828,,Clothing,293.42,10,
, MESSI ,Home,381.02,-1,2023-01-01
ORD830, MESSI ,Clothing,,10,
831, MESSI ,Electronics,,,13-13-2023
, MESSI ,,182.2,10,
,,Home,325.72,-1,
,Messi#,Clothing,,-1,13-13-2023
835,,,359.42,-1,13-13-2023
, MESSI ,Electronics,N/A,-1,
,,??,407.32,-1,2023-01-01
838,Messi!!,Home,,,2023-01-01
,messi,??,N/A,,
ORD840,messi,,,-1,
,Messi,,117.88,,
,,??,125.03,10,2024/02/05
843,messi,,N/A,7,
,Messi#,,134.5,,2024/02/05
ORD845,Messi,Electronics,304.02,,2024/02/05
846,Messi#,,387.71,1,
847,Messi#,,N/A,,
ORD848,,,,-1,13-13-2023
,messi,Clothing,N/A,,13-13-2023
850,,Electronics,,-1,
ORD851,messi,Clothing,,,13-13-2023
ORD852,,Home,,,
853, MESSI ,Clothing,N/A,-1,13-13-2023
,messi,Home,,-1,2024/02/05
ORD855,,,N/A,-1,
ORD856,Messi,Clothing,,8,13-13-2023
ORD857,messi,,N/A,-1,2024/02/05
ORD858,messi,Clothing,24.12,,2023-01-01
, MESSI ,Clothing,,,13-13-2023
,,??,N/A,,2023-01-01
,messi,??,N/A,10,
862,Messi,??,495.48,5,2023-01-01
,Messi#,Home,,-1,13-13-2023
,,,,,2024/02/05
865,,,,,13-13-2023
,messi,??,,,
,messi,Clothing,,-1,13-13-2023
868,,,N/A,7,13-13-2023
,messi,??,,-1,2023-01-01
,,Clothing,N/A,,
,,Electronics,N/A,,2024/02/05
, MESSI ,Clothing,N/A,,2023-01-01
873, MESSI ,,,,
,Messi,,N/A,,2024/02/05
,,Electronics,373.52,10,13-13-2023
,,Electronics,N/A,,2023-01-01
,Messi#,Home,N/A,-1,
878,Messi#,Electronics,129.65,,2023-01-01
,,Home,,,13-13-2023
ORD880,Messi#,Clothing,N/A,6,
,messi,??,,-1,13-13-2023
ORD882,messi,Electronics,,-1,
ORD883,,Home,,,
884,,Clothing,,4,2023-01-01
885,Messi!!,,447.37,,
ORD886,,??,223.42,4,
, MESSI ,??,N/A,,2024/02/05
888,,,N/A,-1,
,Messi!!,Home,N/A,-1,13-13-2023
ORD890,Messi!!,Electronics,N/A,,
891,Messi,??,33.69,,
ORD892,,,,,13-13-2023
,Messi#,,,,2024/02/05
,Messi,,,,
ORD895,Messi#,Clothing,N/A,-1,13-13-2023
896,Messi#,Home,,-1,13-13-2023
ORD897,Messi,,,-1,2023-01-01
,Messi!!,Clothing,N/A,,13-13-2023
,Messi#,Clothing,416.74,,13-13-2023
ORD900,Messi,Electronics,435.51,,
, MESSI ,,29.0,,13-13-2023
902,Messi!!,Clothing,N/A,2,13-13-2023
, MESSI ,??,N/A,,
,Messi,??,,,
,Messi,??,N/A,4,2023-01-01
, MESSI ,Clothing,259.67,,
,Messi#,??,,,
ORD908,Messi!!,Clothing,,,2023-01-01
909, MESSI ,,,,13-13-2023
ORD910,messi,Clothing,42.35,,
911,,Home,,-1,13-13-2023
,messi,Home,,-1,2023-01-01
,messi,,N/A,-1,
ORD914,,,N/A,,
,,Electronics,,-1,2023-01-01
,Messi!!,,,,2023-01-01
,Messi#,,,,2023-01-01
918,Messi#,Electronics,,8,2024/02/05
919,messi,Clothing,288.59,-1,2024/02/05
920,Messi,,453.52,-1,
,Messi!!,Electronics,216.63,6,2023-01-01
ORD922,Messi!!,Clothing,417.52,,
,messi,,148.44,-1,13-13-2023
,Messi!!,??,N/A,-1,2024/02/05
,Messi!!,,,,
,Messi,,,,
, MESSI ,,278.36,-1,2023-01-01
, MESSI ,,,,2023-01-01
, MESSI ,Home,,,
930,Messi!!,,N/A,3,
931,messi,,210.67,,
ORD932,,Clothing,N/A,,
,,,N/A,-1,2024/02/05
ORD934,Messi,Electronics,162.09,,2023-01-01
,Messi#,Clothing,,,2024/02/05
936, MESSI ,Electronics,151.67,5,
ORD937, MESSI ,Clothing,,,
ORD938, MESSI ,,,-1,13-13-2023
,Messi#,,N/A,-1,
ORD940,,,N/A,8,2023-01-01
,Messi!!,Home,,2,13-13-2023
,,,N/A,,2024/02/05
ORD943,,Electronics,N/A,,2024/02/05
944,messi,Home,,,2024/02/05
945,Messi#,,54.21,-1,2023-01-01
ORD946,Messi!!,,N/A,,2023-01-01
,,Electronics,,-1,2023-01-01
ORD948,,Clothing,,10,2023-01-01
,Messi,,,,13-13-2023
,,,186.0,,
ORD951,Messi!!,??,,,13-13-2023
952,,??,N/A,,13-13-2023
ORD953,messi,Home,,,13-13-2023
ORD954,messi,,N/A,,
,messi,,N/A,10,
, MESSI ,,,,2024/02/05
ORD957,Messi!!,,,,13-13-2023
,Messi#,,,-1,13-13-2023
,,,N/A,-1,2024/02/05
960,Messi#,Electronics,N/A,-1,2023-01-01
ORD961,Messi!!,Electronics,,-1,2023-01-01
962,messi,Clothing,,1,
,Messi#,Electronics,,4,
964,Messi!!,,328.96,,
965,,,N/A,,2024/02/05
,Messi,Home,N/A,,13-13-2023
ORD967,Messi#,Electronics,343.7,-1,
ORD968,Messi,,,,13-13-2023
969,messi,??,,,2023-01-01
,Messi#,,,5,2024/02/05
,Messi,,,-1,13-13-2023
,Messi,,,5,
,Messi#,,N/A,3,2024/02/05
,,,N/A,,2024/02/05
,,Clothing,,,
976,,Electronics,221.81,10,13-13-2023
,messi,Home,62.65,-1,
,messi,Electronics,80.47,,2023-01-01
ORD979, MESSI ,Clothing,258.53,,
,Messi#,,220.45,,2023-01-01
981,,,N/A,,2024/02/05
,,Home,,,13-13-2023
,Messi!!,Electronics,339.44,,
984, MESSI ,,N/A,,2024/02/05
985,Messi,Electronics,343.76,,2023-01-01
,Messi,Electronics,,-1,2023-01-01
987,,Home,,,2023-01-01
, MESSI ,,407.16,2,
,Messi#,Electronics,N/A,,2023-01-01
ORD990,Messi#,Home,,,13-13-2023
, MESSI ,??,249.41,9,
ORD992,Messi#,??,,3,2023-01-01
ORD993,Messi!!,Electronics,,,
994,,,239.8,7,2024/02/05
ORD995,Messi!!,Clothing,N/A,,
996,messi,Electronics,,,2023-01-01
997,Messi#,,N/A,,2023-01-01
, MESSI ,,,,
,messi,Home,,7,
,Messi!!,,,4,
,Messi,Electronics,,1,2024/02/05
1002,Messi,,N/A,9,2024/02/05
,,,N/A,-1,2024/02/05
,,,196.02,,
,messi,Home,414.91,3,
ORD1006,messi,,,,13-13-2023
1007,,Home,,,2023-01-01
, MESSI ,??,N/A,,2023-01-01
ORD1009,Messi,??,,,13-13-2023
,Messi!!,Electronics,129.21,-1,
,,Electronics,384.75,6,
,Messi#,Home,,,13-13-2023
1013,,Electronics,N/A,,2023-01-01
ORD1014,Messi,Home,,8,
ORD1015,messi,Home,42.4,,2024/02/05
1016,,Home,21.92,5,
,Messi#,,,8,
,messi,Electronics,,-1,2023-01-01
ORD1019,,Electronics,,,
,Messi!!,Home,,,
ORD1021,Messi#,Electronics,,4,
,Messi!!,,95.02,-1,
,Messi#,,,6,13-13-2023
,,??,N/A,9,2024/02/05
ORD1025,Messi!!,??,N/A,-1,13-13-2023
ORD1026,Messi,Electronics,,,2024/02/05
1027,,Clothing,,7,13-13-2023
,messi,,329.71,,
,messi,,161.01,-1,
,messi,,,,2023-01-01
, MESSI ,Home,N/A,,
,messi,,216.97,,2023-01-01
ORD1033,Messi!!,,N/A,-1,13-13-2023
,Messi#,Electronics,151.46,,
1035,Messi#,Home,N/A,,2023-01-01
,messi,Electronics,,,
1037,Messi!!,Clothing,N/A,-1,13-13-2023
ORD1038,,Clothing,,,2023-01-01
ORD1039,,,,1,
,messi,Electronics,,-1,
1041,,Home,80.7,,
,messi,,N/A,,2023-01-01
,messi,Electronics,,,13-13-2023
1044,Messi!!,Electronics,268.14,,
1045,Messi!!,,,,
1046,Messi#,??,,,
, MESSI ,Electronics,81.31,,2023-01-01
ORD1048,,??,484.17,,
,Messi#,,,,2024/02/05
ORD1050,messi,??,N/A,6,
1051,messi,Electronics,,,
ORD1052,Messi#,,,5,2024/02/05
,,??,,,2024/02/05
ORD1054,,??,,-1,2024/02/05
,,,257.74,,
1056,messi,,,-1,
1057,Messi!!,Home,169.08,,2024/02/05
1058,,Clothing,N/A,-1,2023-01-01
,Messi,Clothing,N/A,-1,13-13-2023
ORD1060,Messi#,??,,,
,Messi,Home,N/A,,
,Messi!!,Home,N/A,4,2024/02/05
ORD1063,messi,,,,
, MESSI ,,N/A,-1,
,messi,,N/A,-1,2024/02/05
1066,Messi,,,,
,Messi!!,Clothing,,-1,
, MESSI ,Home,,,
ORD1069,,??,,-1,2023-01-01
1070,Messi#,Home,266.89,,
ORD1071,messi,,37.38,-1,
,,Home,,9,
,Messi!!,Electronics,,,2024/02/05
,,??,112.15,-1,2023-01-01
,,,,7,2024/02/05
1076,Messi,??,,10,
1077,Messi!!,??,,,13-13-2023
1078,,??,,9,
1079, MESSI ,Home,N/A,8,2023-01-01
,messi,Home,N/A,3,2024/02/05
,,,,5,2024/02/05
,,,,,13-13-2023
,Messi#,??,N/A,-1,2024/02/05
, MESSI ,,430.08,10,
,,Clothing,,,2023-01-01
1086,Messi,Electronics,N/A,4,
, MESSI ,Home,N/A,,13-13-2023
ORD1088,Messi,Home,,4,2024/02/05
,Messi#,,N/A,1,13-13-2023
,,Clothing,444.81,2,2024/02/05
ORD1091, MESSI ,Electronics,,,
1092,messi,Electronics,,1,
1093,messi,Electronics,,-1,13-13-2023
,Messi#,Clothing,N/A,,2024/02/05
,,Clothing,496.17,,
,Messi,Electronics,N/A,-1,2023-01-01
ORD1097,Messi#,Clothing,,,13-13-2023
1098,Messi#,Home,N/A,,13-13-2023
ORD1099,Messi!!,,,5,
1100,,Electronics,,2,
ORD1101,Messi,Clothing,43.44,,2023-01-01
,,Electronics,N/A,-1,13-13-2023
,Messi!!,??,N/A,,2024/02/05
, MESSI ,,N/A,10,13-13-2023
1105,Messi!!,Electronics,,-1,13-13-2023
1106,Messi,Clothing,N/A,-1,2024/02/05
ORD1107,messi,Home,,-1,2023-01-01
ORD1108,Messi#,Home,N/A,,2024/02/05
ORD1109, MESSI ,??,,-1,13-13-2023
1110,,,,,13-13-2023
, MESSI ,Clothing,,,
,Messi,??,,,2024/02/05
1113,,,,-1,
1114,messi,Electronics,,,2024/02/05
ORD1115,,Electronics,,7,
1116,Messi#,Electronics,465.57,,
1117,,,207.83,,
,messi,??,,-1,13-13-2023
,messi,Electronics,239.63,9,2023-01-01
ORD1120,Messi#,,,-1,
1121,,Electronics,,9,
1122,Messi#,,,,2024/02/05
, MESSI ,??,N/A,3,2024/02/05
1124,,??,,-1,
ORD1125,,Electronics,,,2023-01-01
,Messi!!,??,,,
ORD1127, MESSI ,Electronics,199.92,,2023-01-01
ORD1128, MESSI ,,N/A,,13-13-2023
,Messi!!,,,,2024/02/05
1130,messi,Home,308.72,,2024/02/05
1131,Messi#,,,,2023-01-01
,Messi!!,Clothing,284.84,,13-13-2023
,,Home,,,
,,??,388.0,,
,Messi!!,Home,42.16,-1,
1136,,Home,,,
ORD1137,messi,??,N/A,,2024/02/05
,,??,,-1,
,Messi,Clothing,258.24,,2024/02/05
1140,Messi!!,Home,,-1,2024/02/05
ORD1141,,Home,,,
,Messi,Electronics,,7,
, MESSI ,,N/A,-1,2024/02/05
1144,Messi#,,,-1,2023-01-01
,Messi#,Clothing,N/A,4,2024/02/05
1146,Messi!!,Clothing,N/A,3,2023-01-01
ORD1147,,Clothing,N/A,7,
1148,Messi,Clothing,,-1,
1149,Messi!!,Home,N/A,,2023-01-01
,Messi#,Home,,,13-13-2023
,messi,Clothing,,3,2023-01-01
1152,,??,,-1,
,,??,N/A,-1,2023-01-01
,Messi,,,3,13-13-2023
,messi,,467.03,-1,2024/02/05
ORD1156,,Home,N/A,-1,
ORD1157,Messi,,437.3,,
1158,,Electronics,268.8,-1,13-13-2023
,Messi,,,9,13-13-2023
ORD1160,Messi,,,4,
, MESSI ,Home,N/A,,2024/02/05
,messi,Home,43.38,5,13-13-2023
ORD1163,Messi,??,,,
ORD1164,Messi#,,,,
1165,Messi!!,,299.35,-1,13-13-2023
,Messi!!,Electronics,,1,13-13-2023
,Messi#,,N/A,,13-13-2023
,,??,,,2024/02/05
1169,,,,-1,13-13-2023
1170,Messi,Clothing,,,
ORD1171,,,,-1,
,messi,Home,202.64,7,13-13-2023
,messi,Home,,,2024/02/05
, MESSI ,,,9,2024/02/05
,Messi,,,,2023-01-01
ORD1176,Messi,Electronics,418.08,-1,13-13-2023
1177, MESSI ,Home,N/A,-1,2024/02/05
1178,Messi,,,,2023-01-01
ORD1179,,Home,N/A,8,
ORD1180,,Electronics,,1,2024/02/05
,,Electronics,N/A,2,2024/02/05
, MESSI ,,,,13-13-2023
,,Clothing,,,
ORD1184,,??,235.37,,
ORD1185, MESSI ,,431.16,,
,Messi!!,,,-1,2023-01-01
1187,,Electronics,,9,2023-01-01
,Messi#,Clothing,N/A,8,13-13-2023
,,Clothing,180.91,5,
,,,N/A,5,
,Messi,,,,
ORD1192,,Clothing,62.67,,13-13-2023
,Messi,Electronics,,4,13-13-2023
1194,messi,Clothing,N/A,5,
,Messi!!,Home,N/A,,2023-01-01
, MESSI ,??,,-1,
,Messi,Electronics,N/A,,13-13-2023
,messi,Electronics,N/A,4,
, MESSI ,Clothing,,7,13-13-2023
ORD1200,Messi!!,,,,
1201,Messi#,,,,13-13-2023
ORD1202,Messi,Clothing,83.27,-1,
, MESSI ,,,8,13-13-2023
,messi,,,-1,13-13-2023
ORD1205,Messi#,,119.1,,2023-01-01
ORD1206,,??,318.91,-1,2024/02/05
,Messi!!,Electronics,363.55,,2024/02/05
1208, MESSI ,Electronics,,,2024/02/05
ORD1209,Messi!!,??,N/A,,13-13-2023
, MESSI ,Clothing,,,2024/02/05
1211,Messi!!,Clothing,390.01,9,2023-01-01
1212,Messi#,,169.88,3,
1213,Messi#,??,,3,
ORD1214, MESSI ,Home,,,
,Messi,Clothing,,4,
1216,Messi,Clothing,468.2,4,13-13-2023
,Messi,Clothing,,,2024/02/05
1218,Messi!!,Electronics,,,2024/02/05
,Messi#,Electronics,181.52,-1,2023-01-01
,Messi,Electronics,209.78,,
,messi,,N/A,6,2023-01-01
ORD1222, MESSI ,Electronics,N/A,,2024/02/05
ORD1223, MESSI ,,N/A,4,
ORD1224,,,N/A,,
,,??,,3,2023-01-01
,Messi,Electronics,,-1,2024/02/05
1227,Messi#,Electronics,,2,2024/02/05
ORD1228,,Electronics,,5,2023-01-01
1229, MESSI ,Clothing,108.61,-1,2024/02/05
ORD1230,messi,Electronics,,-1,
ORD1231,Messi!!,Electronics,,-1,13-13-2023
ORD1232, MESSI ,Clothing,N/A,,2023-01-01
,,,,,
,,Clothing,N/A,7,
1235, MESSI ,Clothing,,,
ORD1236,Messi#,Home,280.61,2,13-13-2023
ORD1237,Messi!!,,,8,
ORD1238, MESSI ,Electronics,N/A,,2024/02/05
,messi,??,,,
ORD1240,Messi#,Clothing,179.22,10,2024/02/05
ORD1241,,Home,,3,
ORD1242,Messi!!,,349.07,-1,
,,Electronics,,-1,13-13-2023
1244,messi,Home,,-1,2024/02/05
1245,messi,Home,,-1,13-13-2023
ORD1246,Messi#,Electronics,,,
,Messi#,??,,9,
ORD1248,Messi,,N/A,-1,
1249,messi,Clothing,N/A,-1,
,,??,N/A,,2023-01-01
ORD1251,,Electronics,467.91,,
ORD1252,,Electronics,N/A,-1,2024/02/05
,Messi!!,Home,,,
ORD1254,Messi,??,,-1,2024/02/05
,,??,,,2023-01-01
1256,,Electronics,248.08,-1,2023-01-01
ORD1257,,Home,N/A,,2024/02/05
1258,,,,10,2023-01-01
,,Clothing,,-1,
ORD1260,Messi#,Electronics,260.74,,2023-01-01
ORD1261,messi,Clothing,366.08,8,2023-01-01
,Messi,Home,446.73,-1,2024/02/05
1263,Messi#,,N/A,,2023-01-01
,Messi!!,,,-1,
1265, MESSI ,Clothing,,,
1266,messi,Electronics,N/A,,
1267,,Clothing,N/A,-1,
,,,N/A,,13-13-2023
1269,messi,??,N/A,4,2023-01-01
,,Home,,,
ORD1271,,Home,,2,
ORD1272,Messi,,,4,13-13-2023
1273,Messi!!,??,N/A,8,
1274,Messi!!,Clothing,22.66,-1,
,Messi,,,,
ORD1276,Messi,Electronics,,,
1277,Messi#,Electronics,N/A,,2024/02/05
1278,messi,,,,2024/02/05
,Messi,Electronics,,-1,2023-01-01
,Messi#,??,,,2024/02/05
1281,,??,,-1,2023-01-01
ORD1282,messi,,,,
ORD1283,,Clothing,,,13-13-2023
,Messi#,Home,218.7,8,
ORD1285,,Clothing,N/A,1,2023-01-01
ORD1286,,Home,,,2024/02/05
,Messi!!,,311.59,,2024/02/05
ORD1288,Messi#,Electronics,,5,
1289, MESSI ,Electronics,438.6,,2023-01-01
,Messi#,??,N/A,-1,
ORD1291, MESSI ,Electronics,,,2023-01-01
,,,,-1,
ORD1293,,Clothing,N/A,10,2024/02/05
ORD1294,,,,1,13-13-2023
ORD1295,messi,,N/A,,
1296,,Electronics,N/A,1,2023-01-01
1297,Messi#,??,N/A,,2024/02/05
,Messi,Home,N/A,,
,,,188.97,,2023-01-01
,messi,,,,
1301,Messi,Electronics,,,2023-01-01
,messi,??,N/A,-1,2023-01-01
,Messi,??,,,
,Messi!!,Electronics,,8,
,messi,,N/A,-1,
,Messi#,,,-1,
,Messi#,Home,392.61,,
1308,messi,,N/A,,13-13-2023
,Messi,??,,3,
ORD1310,Messi!!,Electronics,,2,2023-01-01
1311, MESSI ,Clothing,367.6,8,
,messi,,,,
1313, MESSI ,??,N/A,,
1314,Messi!!,,,,13-13-2023
ORD1315,,,127.52,,
ORD1316,messi,??,,,13-13-2023
,Messi#,,N/A,-1,2024/02/05
1318, MESSI ,Clothing,,,
1319,messi,Home,304.93,,
,Messi,??,,-1,2024/02/05
ORD1321,Messi,??,,,2024/02/05
ORD1322, MESSI ,Home,464.95,-1,
,,Clothing,N/A,-1,
1324,Messi!!,??,N/A,,2023-01-01
,Messi#,??,,,
,Messi#,??,N/A,,
,Messi,,,,
ORD1328,Messi#,,215.93,,2024/02/05
,Messi,,473.93,4,2023-01-01
,Messi,,,,2023-01-01
,Messi#,Clothing,N/A,,2024/02/05
1332,Messi,Electronics,N/A,,
,,Electronics,397.91,-1,2023-01-01
,Messi,,70.42,-1,2024/02/05
ORD1335,,,N/A,-1,
1336,Messi,,N/A,,
ORD1337, MESSI ,,,9,2023-01-01
, MESSI ,Electronics,,,13-13-2023
1339,messi,,,-1,2023-01-01
ORD1340,messi,,382.16,,2024/02/05
,Messi!!,??,N/A,9,2023-01-01
1342,messi,??,N/A,,2023-01-01
,,,N/A,8,13-13-2023
ORD1344,Messi!!,,N/A,,2023-01-01
1345,Messi#,Home,N/A,-1,2023-01-01
1346,Messi,Clothing,,,
ORD1347,messi,Home,N/A,-1,
,Messi#,,,9,2024/02/05
,Messi#,,N/A,1,2024/02/05
1350,Messi,,46.73,,
,Messi#,,,8,13-13-2023
,,Home,,-1,2023-01-01
,Messi!!,,,,2023-01-01
,messi,Electronics,,,2024/02/05
, MESSI ,??,,3,2024/02/05
1356,messi,Electronics,,-1,2024/02/05
ORD1357,messi,??,N/A,2,
,,??,244.21,6,13-13-2023
1359,Messi!!,,N/A,8,13-13-2023
1360,,,,-1,2023-01-01
1361,Messi!!,Clothing,10.1,,13-13-2023
ORD1362,Messi#,,,-1,13-13-2023
, MESSI ,Home,,1,2024/02/05
,Messi!!,Electronics,102.85,-1,2023-01-01
,,??,,3,
1366,Messi#,Home,,,13-13-2023
ORD1367,Messi,??,,,
,,??,186.5,,2023-01-01
1369,,,,10,2024/02/05
ORD1370,Messi,Electronics,69.59,,2024/02/05
ORD1371, MESSI ,,,,
1372,,,,8,2024/02/05
1373,Messi,,110.24,,13-13-2023
ORD1374,,,,-1,2024/02/05
ORD1375,Messi,Home,N/A,-1,2023-01-01
1376,Messi!!,Clothing,,9,2023-01-01
ORD1377,Messi!!,,,6,13-13-2023
,,Electronics,109.56,3,
ORD1379,,,465.74,-1,2023-01-01
,,Clothing,,-1,
,messi,Clothing,,,13-13-2023
ORD1382,,,,,13-13-2023
,Messi#,Electronics,,7,13-13-2023
1384, MESSI ,Clothing,N/A,3,
ORD1385,Messi#,,,,2023-01-01
,Messi!!,,,-1,
1387,Messi#,,,,13-13-2023
ORD1388,Messi!!,Clothing,463.14,,
,,Electronics,472.94,,
,Messi!!,,,10,
1391,,Clothing,315.41,,2024/02/05
ORD1392, MESSI ,??,,8,13-13-2023
ORD1393,Messi#,,N/A,,2023-01-01
ORD1394,messi,Clothing,467.14,-1,13-13-2023
,Messi!!,,,-1,
,,Home,345.52,,13-13-2023
ORD1397,,Home,,,
,messi,,,4,2023-01-01
1399, MESSI ,Home,,,2023-01-01
,Messi,Home,N/A,2,
,messi,Clothing,,-1,
,,,,6,
1403,Messi#,,,-1,2024/02/05
,Messi#,??,N/A,-1,2023-01-01
,,Electronics,255.36,,2023-01-01
,Messi!!,Electronics,N/A,,
1407,,,,,
,,Electronics,31.25,-1,13-13-2023
,,,129.77,4,
ORD1410,Messi!!,Electronics,,,13-13-2023
,Messi,,N/A,4,
ORD1412, MESSI ,Home,N/A,,
,,??,,4,
,Messi,Electronics,,,13-13-2023
, MESSI ,Clothing,N/A,,2024/02/05
,,Home,393.01,1,2023-01-01
, MESSI ,,,,
1418,,Electronics,N/A,,
ORD1419,,Electronics,,1,
,Messi,Clothing,N/A,7,2024/02/05
,messi,Electronics,,-1,
, MESSI ,,N/A,,2024/02/05
ORD1423,Messi,,,7,
1424,messi,Home,N/A,-1,13-13-2023
,Messi,,,,13-13-2023
1426,,Electronics,,,2024/02/05
1427, MESSI ,Clothing,38.31,,13-13-2023
,Messi,,,,2024/02/05
,Messi#,,,-1,2023-01-01
,Messi,,,,13-13-2023
ORD1431,,,N/A,-1,13-13-2023
,Messi,Clothing,,-1,2023-01-01
,Messi#,Home,490.06,2,
,Messi!!,Electronics,,3,
,Messi#,Clothing,N/A,,2024/02/05
1436, MESSI ,Home,,,2024/02/05
1437,Messi#,Electronics,N/A,9,
ORD1438,,??,,,
,Messi#,Home,N/A,1,
ORD1440,,Clothing,,,
,,Electronics,,-1,2023-01-01
1442,Messi!!,,,,
1443,Messi!!,Electronics,N/A,,
1444,messi,Home,,,
,Messi#,Clothing,N/A,-1,2023-01-01
,messi,Electronics,,,2023-01-01
ORD1447,,Electronics,460.29,-1,2024/02/05
,Messi!!,Clothing,N/A,,13-13-2023
,Messi,,,-1,2023-01-01
,Messi#,,287.79,-1,
1451,,,128.54,2,13-13-2023
1452,Messi#,,N/A,,2023-01-01
,Messi#,Home,,8,2024/02/05
,Messi#,Electronics,312.76,,2023-01-01
, MESSI ,Home,,,2023-01-01
ORD1456,Messi#,Clothing,N/A,-1,13-13-2023
,,Clothing,,,2024/02/05
,Messi,,,,
,Messi,Home,462.44,7,2023-01-01
1460,Messi!!,Clothing,,,
1461,,??,,6,13-13-2023
,,,,5,2024/02/05
1463,messi,??,398.61,-1,13-13-2023
,,,,,2023-01-01
, MESSI ,,N/A,,2023-01-01
, MESSI ,Clothing,,,
,Messi!!,Home,54.64,,
,,Clothing,N/A,8,2023-01-01
1469, MESSI ,??,,,
,Messi#,,389.27,,13-13-2023
,Messi!!,Home,,7,2024/02/05
,Messi!!,,,-1,
,,Electronics,,,
1474,,Clothing,,,2023-01-01
1475,Messi#,,,-1,2023-01-01
ORD1476, MESSI ,Home,483.16,9,2024/02/05
ORD1477,,,,-1,
,Messi,Clothing,,,
1479,,Electronics,121.87,4,2024/02/05
,Messi#,Electronics,,,
ORD1481,messi,Clothing,N/A,,2023-01-01
,,??,N/A,,13-13-2023
1483,,,,4,
ORD1484,,??,,-1,2023-01-01
, MESSI ,Electronics,238.28,,2024/02/05
,Messi!!,,,4,
1487,Messi,Clothing,,10,13-13-2023
,Messi!!,Home,101.65,,2024/02/05
,messi,,,-1,
,Messi!!,??,N/A,10,
, MESSI ,,,,2024/02/05
ORD1492,Messi#,Electronics,,-1,13-13-2023
ORD1493,messi,Clothing,388.78,,2024/02/05
,Messi!!,??,22.7,,2023-01-01
,messi,Electronics,,,
,,??,,,13-13-2023
ORD1497,Messi#,,N/A,2,
1498,Messi!!,Clothing,51.81,,2024/02/05
,Messi,??,N/A,,2023-01-01
, MESSI ,Home,N/A,,
,,Electronics,,,
ORD1502,Messi#,??,284.02,9,
1503,Messi!!,??,,,2023-01-01
,,??,439.75,5,2024/02/05
1505,Messi,??,239.61,,
, MESSI ,Electronics,,7,
,Messi!!,Home,399.22,3,
, MESSI ,,164.24,-1,13-13-2023
1509,,Home,N/A,-1,
1510,Messi#,,N/A,,
ORD1511,Messi!!,Clothing,N/A,-1,2024/02/05
ORD1512,,,N/A,,2023-01-01
,,Home,,-1,
ORD1514,,??,N/A,-1,
ORD1515, MESSI ,Clothing,,,13-13-2023
1516,Messi#,Electronics,436.7,5,
,Messi#,??,N/A,,13-13-2023
1518, MESSI ,,N/A,3,2024/02/05
1519,,??,N/A,,13-13-2023
,,Electronics,,-1,
,,,N/A,,
,messi,,,,2023-01-01
1523,Messi!!,Clothing,,,
,,,N/A,-1,2024/02/05
ORD1525,Messi!!,Home,,-1,13-13-2023
,Messi!!,??,,6,2023-01-01
,Messi,Electronics,20.15,,2023-01-01
1528,messi,Home,N/A,6,13-13-2023
,Messi,Home,,,2024/02/05
,messi,,N/A,2,2024/02/05
, MESSI ,,319.68,-1,
1532,Messi,??,N/A,,2023-01-01
1533,,,,9,2023-01-01
, MESSI ,Electronics,N/A,,
ORD1535,Messi#,??,,,2024/02/05
,,,N/A,-1,2024/02/05
ORD1537, MESSI ,Home,,,2024/02/05
1538,Messi!!,??,298.72,1,
,Messi,,,1,2023-01-01
,messi,,,,
,Messi#,,358.73,8,2023-01-01
,,Electronics,,5,13-13-2023
,Messi#,Electronics,,-1,13-13-2023
, MESSI ,,N/A,5,2023-01-01
,,,N/A,1,2024/02/05
1546, MESSI ,,,5,2024/02/05
,Messi!!,,435.46,1,
,Messi!!,Clothing,,-1,13-13-2023
,messi,Home,N/A,-1,13-13-2023
,,Clothing,345.1,,
, MESSI ,??,N/A,7,2023-01-01
,,??,N/A,-1,2023-01-01
,messi,,N/A,,13-13-2023
, MESSI ,Home,N/A,-1,
,messi,??,,,
,,Clothing,,,
,Messi!!,,321.29,-1,
,,Electronics,320.02,,13-13-2023
,,Clothing,N/A,5,
,Messi!!,Electronics,216.91,-1,2024/02/05
,,,N/A,6,13-13-2023
ORD1562,,Clothing,460.36,1,13-13-2023
ORD1563,Messi!!,??,,,2024/02/05
ORD1564,Messi,??,N/A,,
